周边ID,中文简记,正式商品名,厂商/渠道,清理判定,判定理由,处理动作,清理前图片状态,清理前本地图,清理前Fallback,图片来源说明,图片来源URL,图片类型
KR-MER-0526,ぴくりあ Vol.3 Normal,鬼龍紅郎(ノーマル) 「あんさんぶるスターズ!! ぴくりあコレクション Vol.3」,amie,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0526.webp,,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/892102975.jpg.webp,档案单品原图
KR-MER-0527,ぴくりあ Vol.3 Rare,鬼龍紅郎(レア) 「あんさんぶるスターズ!! ぴくりあコレクション Vol.3」,amie,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0527.webp,,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/892103000.jpg.webp,档案单品原图
KR-MER-0528,生ブロマイド Collection 初代,鬼龍紅郎 「あんさんぶるスターズ! 生ブロマイドコレクション」,エンスカイ,非官图已撤,非官方图片来源：auctions.c.yimg.jp,从网页展示层撤下；不补图,实图已入库,,https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0302/users/163d284b5887344107b5e232e0e460fe6dee804e/i-img900x1200-1645588179ivofqq91098.jpg,Yahoo!オークション AGF2015 鬼龍紅郎单品实物图,https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0302/users/163d284b5887344107b5e232e0e460fe6dee804e/i-img900x1200-1645588179ivofqq91098.jpg,角色单品实图
KR-MER-0529,生ブロマイド Collection 2,鬼龍紅郎 「あんさんぶるスターズ! 生ブロマイドコレクション2」,エンスカイ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/892012130.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/892012130.jpg.webp,档案单品原图
KR-MER-0530,生ブロマイド Collection 6,鬼龍紅郎 「あんさんぶるスターズ! 生ブロマイドコレクション6」,エンスカイ,非官图已撤,非官方图片来源：img.lashinbang.com,从网页展示层撤下；不补图,实图已入库,,https://img.lashinbang.com/718/203711038718_L.jpg,らしんばん鬼龍紅郎角色单品商品图,https://img.lashinbang.com/718/203711038718_L.jpg,角色单品商品原图
KR-MER-0531,生ブロマイド Collection 7,鬼龍紅郎 「あんさんぶるスターズ! 生ブロマイドコレクション7」,エンスカイ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/892028626.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/892028626.jpg.webp,档案单品原图
KR-MER-0532,生ブロマイド Collection 8,鬼龍紅郎 「あんさんぶるスターズ! 生ブロマイドコレクション8」,エンスカイ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/892040160.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/892040160.jpg.webp,档案单品原图
KR-MER-0533,Music Garden Kuro 左手手前,鬼龍紅郎(左手手前) 「あんさんぶるスターズ!! ES Music Garden ESブロマイドコレクション Solo ver.D」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/892049616.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/892049616.jpg.webp,档案单品原图
KR-MER-0534,Music Garden Kuro 左手口元,鬼龍紅郎(左手口元) 「あんさんぶるスターズ!! ES Music Garden ESブロマイドコレクション Solo ver.D」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/892049617.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/892049617.jpg.webp,档案单品原图
KR-MER-0535,Music Garden Kuro Face,鬼龍紅郎(顔正面) 「あんさんぶるスターズ!! ES Music Garden ESブロマイドコレクション Solo ver.D」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/892049618.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/892049618.jpg.webp,档案单品原图
KR-MER-0536,Music Garden Kuro & Keito,鬼龍紅郎＆蓮巳敬人 「あんさんぶるスターズ!! ES Music Garden ESブロマイドコレクション Solo ver.D」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/892049619.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/892049619.jpg.webp,档案单品原图
KR-MER-0537,Music Garden Souma & Kuro,神崎颯馬＆鬼龍紅郎 「あんさんぶるスターズ!! ES Music Garden ESブロマイドコレクション Solo ver.D」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/892049622.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/892049622.jpg.webp,档案单品原图
KR-MER-0538,Music Garden Extra visitor bromide,鬼龍紅郎 「あんさんぶるスターズ!! ES Music Garden ESブロマイドコレクション-extra-」 週替り来場者特典 3週目,ムービック,非官图已撤,非官方图片来源：static.mercdn.net,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0538.webp,https://static.mercdn.net/item/detail/orig/photos/m27402646868_1.jpg?1647979679,Mercari鬼龍紅郎精确ESMG第3週单品实物＋官方第3週阵容,https://static.mercdn.net/item/detail/orig/photos/m27402646868_1.jpg?1647979679,精确二手角色单品实物图
KR-MER-0539,Music Garden Live-cut Acrylic Stand D,鬼龍紅郎 「あんさんぶるスターズ!! ES Music Garden ライブカットアクリルスタンド D」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/508213828.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508213828.jpg.webp,档案单品原图
KR-MER-0540,Music Garden Music-box Charm D,鬼龍紅郎 「あんさんぶるスターズ!! ES Music Garden オルゴールチャーム D」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/508213771.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508213771.jpg.webp,档案单品原图
KR-MER-0541,Music Garden Live-cut A4 Clear File D,鬼龍紅郎 「あんさんぶるスターズ!! ES Music Garden ライブカットクリアファイル D」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/994983280.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/994983280.jpg.webp,档案单品原图
KR-MER-0542,snap.me 鬼龍紅郎,鬼龍紅郎 「あんさんぶるスターズ!!×snap.me」,MOGURA ENTERTAINMENT,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/892059611.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/892059611.jpg.webp,档案单品原图
KR-MER-0543,Crossroad Clear Trading Card 红月ver.,鬼龍紅郎(紅月ver.) 「あんさんぶるスターズ!! 追憶セレクション『クロスロード』 クリアトレカコレクション」,pattythree,非官图已撤,非官方图片来源：www.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0543.webp,,Crossroad封口图片工程,https://www.suruga-ya.jp/product/detail/892236050,封口主图
KR-MER-0544,Crossroad 2024 Clear Trading Card Deadmans,鬼龍紅郎(デッドマンズver.) 「あんさんぶるスターズ!! 追憶セレクション『クロスロード』 クリアトレカコレクション」,pattythree,非官图已撤,非官方图片来源：www.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0544.webp,,Crossroad封口图片工程,https://www.suruga-ya.jp/product/detail/892236044,封口主图
KR-MER-0545,Crossroad Picharm Deadmans 白灯 双人透明卡,蓮巳敬人＆鬼龍紅郎(デッドマンズ衣装ver./ライト白) 「追憶セレクション POP-UP STORE クロスロード Picharm トレーディングクリアカード」,カミオジャパン,非官图已撤,非官方图片来源：www.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0545.webp,,Crossroad封口图片工程,https://www.suruga-ya.jp/search?category=&search_word=%E9%AC%BC%E9%BE%8D%E7%B4%85%E9%83%8E+Picharm+%E3%83%A9%E3%82%A4%E3%83%88%E7%99%BD,封口主图
KR-MER-0546,中国 星幻時序チェキ 第三弹,鬼龍紅郎 「あんさんぶるスターズ!! 星幻時序チェキカード 第三弾」 中国限定,中国官方渠道,非官图已撤,非官方图片来源：assets.mercari-shops-static.com,从网页展示层撤下；不补图,实图已入库,,https://assets.mercari-shops-static.com/-/large/plain/2JUyyfmDxZJ4ZCP2mqxdd2.webp@jpg,駿河屋メルカリ店角色单品实物图,https://assets.mercari-shops-static.com/-/large/plain/2JUyyfmDxZJ4ZCP2mqxdd2.webp@jpg,角色单品实物图
KR-MER-0547,Cat Festival 猫形原创生写,鬼龍紅郎 ねこ型オリジナルブロマイド 「あんさんぶるスターズ! in ナンジャタウン ～キャット*フェスティバル～」 物販購入特典,ナムコ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/892024078.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/892024078.jpg.webp,档案单品原图
KR-MER-0548,Animate Cafe 2018 生日生写,鬼龍紅郎 バースデーブロマイド(2018) 「あんさんぶるスターズ!×animatecafe」,アニメイト,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/892202779.jpg.webp,駿河屋鬼龍紅郎角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/892202779.jpg.webp,档案单品原图
KR-MER-0549,Animate Cafe 2019 生日生写,鬼龍紅郎 バースデーブロマイド 「あんさんぶるスターズ!×animatecafe」,アニメイト,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/892024684.jpg.webp,駿河屋鬼龍紅郎角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/892024684.jpg.webp,档案单品原图
KR-MER-0550,Dream Live 5th 红月撮り下ろしPhoto Card,蓮巳敬人＆鬼龍紅郎＆神崎颯馬 撮り下ろしフォトカード 「あんさんぶるスターズ! DREAM LIVE -5th Tour “Stargazer”-」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/892051327.jpg.webp,駿河屋红月三人单品档案图,https://cdn.suruga-ya.jp/database/pics_webp/game/892051327.jpg.webp,档案单品原图
KR-MER-0551,10年のキセキ Die-cut Clear Sheet,鬼龍紅郎 「あんさんぶるスターズ!! POP-UP SHOP -10年のキセキ- ダイカットクリアシート Bbox」,エンスカイ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0551.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/883070403.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/883070403.jpg.webp,档案单品原图
KR-MER-0552,虹色开花 Portrait 梦之咲 C,鬼龍紅郎 「あんさんぶるスターズ! 虹色開花ポートレート 夢ノ咲 Collection C」,トイズ・プランニング,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0552.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/883035795.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/883035795.jpg.webp,档案单品原图
KR-MER-0553,虹色开花 Portrait Idol A,鬼龍紅郎 「あんさんぶるスターズ!! 虹色開花ポートレート Idol Collection A」,トイズ・プランニング,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0553.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/883053447.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/883053447.jpg.webp,档案单品原图
KR-MER-0554,虹色开花 Portrait Feature Scout A,鬼龍紅郎 「あんさんぶるスターズ!! 虹色開花ポートレート フィーチャースカウト Collection A」,トイズ・プランニング,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0554.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/883031481.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/883031481.jpg.webp,档案单品原图
KR-MER-0555,Crossroad 一番赏 Heart Badge 2枚Set,鬼龍紅郎(追憶*それぞれのクロスロード) ハート型缶バッジセット(2個セット) 「一番くじ あんさんぶるスターズ!～追憶セレクション メモリアル～」 H賞,BANDAI SPIRITS,非官图已撤,非官方图片来源：www.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0555.webp,,Crossroad封口图片工程,https://www.suruga-ya.jp/product/detail/871349226,封口主图
KR-MER-0556,Enstars Chips Vol.3 SD卡,鬼龍紅郎(SD) 「あんさんぶるスターズ!!チップスVol.3」,eStream,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0556.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/666004682.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/666004682.jpg.webp,档案单品原图
KR-MER-0557,中国7周年 Festival Aurora Ticket,鬼龍紅郎 「あんさんぶるスターズ!! フェスティバル入場券(オーロラチケット)」 中国7周年記念グッズ,中国官方渠道,非官图已撤,非官方图片来源：static.mercdn.net,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0557.webp,https://static.mercdn.net/item/detail/orig/photos/m85718387806_1.jpg?1711106594,Mercari鬼龍紅郎＋蓮巳敬人精确二人实物・鬼龍紅郎无歧义裁切,https://static.mercdn.net/item/detail/orig/photos/m85718387806_1.jpg?1711106594,精确二人实物・角色名无歧义裁切
KR-MER-0558,4周年 感谢祭 Clear-case Portrait,鬼龍紅郎 「あんさんぶるスターズ!～4th Anniversaryファン感謝祭～ クリアケース付きポートレートコレクション」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/883008525.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/883008525.jpg.webp,档案单品原图
KR-MER-0559,ぴくりあ Premium Vol.4,鬼龍紅郎 「あんさんぶるスターズ!! ぴくりあコレクションPremium Vol.4」,amie,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0559.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/892726553.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/892726553.jpg.webp,档案单品原图
